Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
442,Fred VanVleet\vanvlfr01,PG,22,TOR,37,294,,,,,,,,,,,,,,,,,,,,,0,4.8,13.6,.351,1.3,3.6,.379,3.4,10.0,.341,2.2,2.7,.818,0.5,4.7,5.1,4.3,2.0,0.4,1.8,4.4,13.1
443,Anderson Varejao\varejan01,C,34,GSW,14,92,,,,,,,,,,,,,,,,,,,,,1,2.0,5.5,.357,0.0,0.0,,2.0,5.5,.357,3.1,4.3,.727,4.7,5.9,10.6,3.9,1.2,1.2,3.1,6.3,7.0
444,Greivis Vasquez\vasqugr01,PG,30,BRK,3,39,,,,,,,,,,,,,,,,,,,,,0,1.8,7.4,.250,0.9,2.8,.333,0.9,4.6,.200,1.8,2.8,.667,0.0,1.8,1.8,4.6,0.9,0.9,0.9,5.5,6.5
445,Rashad Vaughn\vaughra01,SG,20,MIL,41,458,,,,,,,,,,,,,,,,,,,,,2,4.5,12.3,.365,2.0,6.4,.321,2.4,5.9,.413,0.2,0.4,.400,0.3,3.5,3.9,1.8,1.5,0.8,1.1,2.5,11.2
446,Noah Vonleh\vonleno01,PF,21,POR,74,1265,,,,,,,,,,,,,,,,,,,,,41,3.7,7.7,.481,0.2,0.6,.350,3.5,7.1,.492,1.7,2.7,.638,3.7,7.3,11.0,0.9,0.9,0.8,1.8,4.4,9.3
447,Nikola Vucevic\vucevni01,C,26,ORL,75,2163,,,,,,,,,,,,,,,,,,,,,55,8.0,17.2,.468,0.4,1.2,.307,7.7,15.9,.481,1.8,2.7,.669,2.9,10.0,13.0,3.5,1.3,1.2,1.9,3.0,18.2
448,Sasha Vujacic\vujacsa01,SG,32,NYK,42,408,,,,,,,,,,,,,,,,,,,,,4,3.7,12.0,.309,2.0,6.5,.311,1.7,5.5,.306,1.5,2.1,.708,1.1,4.1,5.2,4.6,1.1,0.2,1.4,3.4,10.9
449,Dwyane Wade\wadedw01,SG,35,CHI,60,1792,,,,,,,,,,,,,,,,,,,,,59,8.3,19.2,.434,0.9,2.9,.310,7.4,16.3,.456,4.5,5.6,.794,1.3,4.2,5.4,4.6,1.7,0.8,2.8,2.3,22.0
450,Dion Waiters\waitedi01,SG,25,MIA,46,1384,,,,,,,,,,,,,,,,,,,,,43,7.3,17.2,.424,2.2,5.6,.395,5.1,11.7,.438,2.1,3.3,.646,0.5,3.5,4.0,5.2,1.1,0.5,2.7,2.5,19.0
451,Kemba Walker\walkeke02,PG,26,CHO,79,2739,,,,,,,,,,,,,,,,,,,,,79,8.5,19.0,.444,3.2,7.9,.399,5.3,11.1,.476,4.0,4.7,.847,0.6,3.5,4.0,5.7,1.1,0.3,2.2,1.6,24.1
452,John Wall\walljo01,PG,26,WAS,78,2836,,,,,,,,,,,,,,,,,,,,,78,8.2,18.2,.451,1.1,3.5,.327,7.1,14.8,.480,5.4,6.7,.801,0.7,3.4,4.1,10.5,2.0,0.6,4.1,1.9,22.9
453,Taurean Waller-Prince\princta02,SF,22,ATL,59,981,,,,,,,,,,,,,,,,,,,,,10,4.2,10.5,.400,1.2,3.7,.324,3.0,6.7,.443,2.7,3.4,.787,0.9,4.8,5.8,2.0,1.6,1.0,2.2,3.5,12.3
454,T.J. Warren\warretj01,SF,23,PHO,66,2048,,,,,,,,,,,,,,,,,,,,,59,7.1,14.3,.495,0.5,1.7,.265,6.6,12.6,.527,2.1,2.7,.773,2.2,3.8,6.0,1.3,1.3,0.7,1.0,3.1,16.7
455,C.J. Watson\watsocj01,PG,32,ORL,62,1012,,,,,,,,,,,,,,,,,,,,,9,3.4,8.8,.387,1.1,3.7,.305,2.3,5.1,.448,2.0,2.3,.864,0.6,2.6,3.2,4.1,1.5,0.1,1.7,3.0,10.0
456,Briante Weber\weberbr01,PG,24,TOT,20,205,,,,,,,,,,,,,,,,,,,,,0,4.4,10.5,.417,0.2,1.8,.100,4.2,8.8,.480,1.9,2.8,.688,1.4,3.2,4.6,3.7,2.1,0.2,1.4,2.8,10.9
457,David West\westda01,C,36,GSW,68,854,,,,,,,,,,,,,,,,,,,,,0,5.7,10.6,.536,0.1,0.3,.375,5.6,10.3,.541,1.8,2.4,.768,2.0,6.6,8.6,6.4,1.8,2.0,3.3,4.4,13.3
458,Russell Westbrook\westbru01,PG,28,OKC,81,2802,,,,,,,,,,,,,,,,,,,,,81,10.6,24.9,.425,2.6,7.5,.343,8.0,17.4,.459,9.1,10.8,.845,1.8,9.3,11.1,10.8,1.7,0.4,5.6,2.4,32.9
459,Okaro White\whiteok01,PF,24,MIA,35,471,,,,,,,,,,,,,,,,,,,,,0,2.5,6.6,.379,0.9,2.6,.353,1.6,4.1,.396,1.5,1.7,.909,1.9,4.4,6.3,1.6,0.8,0.8,1.4,4.0,7.5
460,Isaiah Whitehead\whiteis01,PG,21,BRK,73,1643,,,,,,,,,,,,,,,,,,,,,26,4.5,11.1,.402,1.0,3.3,.295,3.5,7.9,.446,2.0,2.5,.805,0.7,3.3,4.0,4.2,0.9,0.8,3.1,3.8,11.9
461,Hassan Whiteside\whiteha01,C,27,MIA,77,2513,,,,,,,,,,,,,,,,,,,,,77,7.8,13.9,.557,0.0,0.0,,7.8,13.9,.557,3.2,5.1,.628,4.2,11.4,15.6,0.8,0.8,2.3,2.2,3.2,18.8
462,Andrew Wiggins\wiggian01,SF,21,MIN,82,3048,,,,,,,,,,,,,,,,,,,,,82,8.4,18.5,.452,1.2,3.4,.356,7.2,15.1,.473,4.9,6.4,.760,1.2,2.7,3.9,2.2,1.0,0.4,2.2,2.2,22.8
463,C.J. Wilcox\wilcocj01,SG,26,ORL,22,108,,,,,,,,,,,,,,,,,,,,,0,2.7,10.3,.258,1.0,5.0,.200,1.7,5.3,.313,0.7,0.7,1.000,1.3,2.7,4.0,4.0,0.7,0.3,2.0,2.7,7.0
464,Alan Williams\willial03,C,24,PHO,47,708,,,,,,,,,,,,,,,,,,,,,0,7.0,13.6,.517,0.0,0.1,.000,7.0,13.5,.519,3.6,5.7,.625,4.8,10.1,14.8,1.2,1.4,1.6,1.9,6.4,17.6
465,Deron Williams\willide01,PG,32,TOT,64,1657,,,,,,,,,,,,,,,,,,,,,44,5.7,13.0,.438,1.8,5.1,.363,3.9,8.0,.486,2.0,2.4,.826,0.3,2.9,3.2,7.8,0.7,0.2,3.0,3.0,15.2
466,Derrick Williams\willide02,PF,25,TOT,50,804,,,,,,,,,,,,,,,,,,,,,11,4.8,10.9,.443,1.3,4.3,.309,3.5,6.6,.531,2.6,4.0,.652,0.9,5.0,5.8,1.3,0.6,0.3,1.3,2.7,13.6
467,Lou Williams\willilo02,SG,30,TOT,81,1994,,,,,,,,,,,,,,,,,,,,,1,7.7,18.0,.429,2.9,8.1,.365,4.8,10.0,.480,7.3,8.3,.880,0.5,3.2,3.6,4.3,1.4,0.3,2.9,1.7,25.7
468,Marvin Williams\willima02,PF,30,CHO,76,2295,,,,,,,,,,,,,,,,,,,,,76,4.7,11.0,.422,1.9,5.6,.350,2.7,5.5,.494,2.1,2.4,.873,1.4,6.4,7.8,1.7,0.9,0.8,0.9,2.1,13.3
469,Reggie Williams\willire02,SF,30,NOP,6,79,,,,,,,,,,,,,,,,,,,,,0,3.6,10.5,.348,2.3,5.0,.455,1.4,5.5,.250,2.7,3.2,.857,0.9,1.8,2.7,1.8,1.4,0.0,0.0,0.9,12.3
470,Troy Williams\willitr02,SF,22,TOT,30,557,,,,,,,,,,,,,,,,,,,,,16,4.7,10.8,.437,1.2,4.0,.290,3.6,6.8,.524,1.4,2.1,.656,1.0,3.5,4.5,1.6,1.7,0.6,2.1,3.9,12.0
471,Kyle Wiltjer\wiltjky01,PF,24,HOU,14,44,,,,,,,,,,,,,,,,,,,,,0,3.3,11.5,.286,3.3,10.6,.308,0.0,0.8,.000,0.8,1.6,.500,3.3,4.9,8.2,1.6,2.5,0.8,4.1,3.3,10.6
472,Justise Winslow\winslju01,SF,20,MIA,18,625,,,,,,,,,,,,,,,,,,,,,15,4.6,13.0,.356,0.4,2.0,.200,4.2,10.9,.384,1.7,2.7,.617,1.3,4.1,5.4,3.8,1.6,0.3,1.9,3.0,11.3
473,Jeff Withey\witheje01,C,26,UTA,51,432,,,,,,,,,,,,,,,,,,,,,1,4.6,8.6,.534,0.0,0.1,.000,4.6,8.5,.539,3.0,4.0,.750,4.3,5.7,10.1,0.6,1.3,2.7,1.2,4.3,12.2
474,Christian Wood\woodch01,PF,21,CHO,13,107,,,,,,,,,,,,,,,,,,,,,0,4.0,7.7,.522,0.0,1.7,.000,4.0,6.1,.667,3.7,5.0,.733,4.7,5.0,9.8,0.7,1.0,2.0,2.4,3.7,11.8
475,Metta World Peace\artesro01,SF,37,LAL,25,160,,,,,,,,,,,,,,,,,,,,,2,4.3,15.3,.279,2.0,8.6,.237,2.3,6.8,.333,2.3,3.6,.625,1.1,3.4,4.5,2.5,2.0,0.5,1.6,4.1,12.8
476,Brandan Wright\wrighbr03,PF,29,MEM,28,447,,,,,,,,,,,,,,,,,,,,,5,6.7,10.9,.615,0.0,0.1,.000,6.7,10.8,.619,1.9,2.8,.657,2.5,3.8,6.3,1.2,0.9,1.6,0.8,3.4,15.2
477,Delon Wright\wrighde01,PG,24,TOR,27,446,,,,,,,,,,,,,,,,,,,,,0,4.0,9.4,.422,0.8,2.4,.333,3.1,6.9,.453,3.4,4.4,.764,1.3,2.6,3.9,4.6,2.2,0.9,2.0,2.5,12.1
478,James Young\youngja01,SG,21,BOS,29,220,,,,,,,,,,,,,,,,,,,,,0,4.1,9.5,.431,2.0,5.7,.343,2.1,3.8,.565,1.0,1.5,.667,1.0,3.3,4.3,0.7,1.6,0.3,0.7,2.5,11.1
479,Joe Young\youngjo01,PG,24,IND,33,135,,,,,,,,,,,,,,,,,,,,,0,6.9,19.2,.361,1.3,6.1,.217,5.6,13.1,.429,2.9,4.0,.733,0.3,4.3,4.5,4.0,1.1,0.0,1.3,1.3,18.1
480,Nick Young\youngni01,SG,31,LAL,60,1556,,,,,,,,,,,,,,,,,,,,,60,6.3,14.6,.430,3.9,9.7,.404,2.4,4.9,.481,1.8,2.1,.856,0.6,2.6,3.2,1.3,0.9,0.3,0.8,3.2,18.3
481,Thaddeus Young\youngth01,PF,28,IND,74,2237,,,,,,,,,,,,,,,,,,,,,74,5.8,11.1,.527,0.7,1.9,.381,5.1,9.2,.557,0.7,1.4,.523,2.1,5.1,7.2,2.0,1.8,0.5,1.5,2.2,13.1
482,Cody Zeller\zelleco01,PF,24,CHO,62,1725,,,,,,,,,,,,,,,,,,,,,58,5.3,9.2,.571,0.0,0.0,.000,5.3,9.2,.572,2.8,4.1,.679,2.8,5.6,8.5,2.1,1.3,1.2,1.4,3.9,13.3
483,Tyler Zeller\zellety01,C,27,BOS,51,525,,,,,,,,,,,,,,,,,,,,,5,5.3,10.8,.494,0.0,0.1,.000,5.3,10.8,.497,1.5,2.7,.564,2.9,5.6,8.5,2.9,0.5,1.4,1.4,4.2,12.2
484,Stephen Zimmerman\zimmest01,C,20,ORL,19,108,,,,,,,,,,,,,,,,,,,,,0,3.3,10.3,.323,0.0,0.0,,3.3,10.3,.323,1.0,1.7,.600,3.7,8.0,11.7,1.3,0.7,1.7,1.0,5.7,7.7
485,Paul Zipser\zipsepa01,SF,22,CHI,44,843,,,,,,,,,,,,,,,,,,,,,18,3.8,9.4,.398,1.4,4.2,.333,2.3,5.2,.451,1.3,1.7,.775,0.6,4.7,5.3,1.5,0.6,0.7,1.7,3.3,10.2
486,Ivica Zubac\zubaciv01,C,19,LAL,38,609,,,,,,,,,,,,,,,,,,,,,11,7.4,14.1,.529,0.0,0.2,.000,7.4,13.9,.536,1.9,2.9,.653,2.4,7.0,9.4,1.8,0.8,2.0,1.8,3.9,16.8
